"3,4-dimethylphenol"	"CPD-10888"	"C8H10O1"	89.55121    
"3,4-dinitrotoluene"	"CPD-18110"	"C7H6N2O4"	-37.58328    
"3,4-epoxy-3-methyl-1-butyl diphosphate"	"CPD0-1024"	"C6H11O8P2"	-362.46625    
"3,4-hexanedione"	"CPD-9078"	"C6H10O2"	44.3112    
"3,5,3'-triiodo-L-thyronine"	"LIOTHYRONINE"	"C15H12N1O4I3"	99.00345    
"3,5,3'-triiodo-L-thyronine acyl &beta;-D-glucuronide"	"CPD-11402"	"C21H19N1O10I3"	-33.32078    
"3,5,3'-triiodo-L-thyronine phenolic &beta;-D-glucuronide"	"CPD-11400"	"C21H19N1O10I3"	-31.110779    
"3,5,3'-triiodothyropyruvate"	"CPD-176"	"C15H8O5I3"	32.836906    
"3,5,5-trimethylcyclohex-2-en-1-ol"	"CPD-10089"	"C9H16O1"	142.13792    
"3,5,6-trichloro-2-pyridinol"	"CPD-16801"	"C5H2N1O1Cl3"	-10.54776    
"3,5,6-trichloro-2-pyridone"	"CPD-16802"	"C5H2N1O1Cl3"	-18.437757    
"3,5,7,9,11,13,15,17,19-nonaoxohenicosanoate"	"CPD-18167"	"C21H23O11"	-90.22629    
"3,5,7,9,11,13,15,17,19-nonaoxohenicosanoyl-[acp]"	"CPD-15754"	""	
"3,5,7,9,11,13,15,17,19-nonaoxoicosanoate"	"CPD-12955"	"C20H21O11"	-112.38852    
"3,5,7-trioxododecanoyl-CoA"	"CPD-14615"	"C33H48N7O20P3S1"	-436.92816    
"3,5-<i>cis</i>-dodecadienoyl-CoA"	"CPD0-1160"	"C33H50N7O17P3S1"	-286.42593    
"3,5-bisdiphosphoinositol-1D-<i>myo</i>-inositol 2,3,4,6-tetrakisphosphate"	"CPD-11939"	"C6H6O30P8"	-1910.497    
"3,5-cyclohexadiene-1,2-diol-1-carboxylate"	"CPD-290"	"C7H7O4"	-48.664223    
"3,5-di-<i>O</i>-(&beta;-glucopyranosyl) cyanidin 6\"-<i>O</i>-4,6\"'-<i>O</i>-1-cyclic malate"	"CPD-15295"	"C31H32O19"	-250.30318    
"3,5-di-<i>O</i>-(&beta;-glucopyranosyl) pelargonidin 6\"-<i>O</i>-4,6\"'-<i>O</i>-1-cyclic malate"	"CPD-15294"	"C31H33O18"	-209.56407    
"3,5-dibromo-4-hydroxybenzoate"	"35-DIBROMO-4-HYDROXY-BENZOATE"	"C7H2O3Br2"	-60.496    
"3,5-dibromo-4-hydroxybenzonitrile"	"35-DIBROMO-4-HYDROXYBENZONITRILE"	"C7H2N1O1Br2"	34.59018    
"3,5-dichloro-2-methyl-muconate"	"CPD-10852"	"C7H4O4Cl2"	-92.79376    
"3,5-dichloro-2-methyl-muconolactone"	"CPD-10850"	"C7H5O4Cl2"	-115.916466    
"3,5-dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene"	"CPD-10604"	"C6H6O2Cl2"	-9.533282    
"3,5-dichlorocatechol"	"35-DICHLOROCATECHOL"	"C6H4O2Cl2"	-19.015514    
"3,5-didehydroshikimate"	"CPD-13085"	"C7H5O5"	-120.37645    
"3,5-dihydro-5-methylidene-4<i>H</i>-imidazol-4-one"	"CPD-6952"	""	
"3,5-dihydroxy-1,4-naphthoquinone"	"CPD-275"	"C10H5O4"	-42.81646    
"3,5-dihydroxy-6,7-didehydro-12'-apo-&beta;-caroten-12'-al"	"CPD-7198"	"C27H36O3"	416.33038    
"3,5-dihydroxyanisole"	"CPD-9494"	"C7H8O3"	7.9589686    
"3,5-dihydroxybenzoate"	"CPD0-1274"	"C7H5O4"	-80.96645    
"3,5-dihydroxybenzoyl-CoA"	"CPD0-2560"	""	
"3,5-dihydroxybiphenyl"	"CPD-8991"	"C12H10O2"	86.9512    
"3,5-diiodo-L-tyrosine"	"DIIODO-L-TYROSINE"	"C9H8N1O3I2"	37.26691    
"3,5-diiodothyronamine"	"CPD-13019"	"C14H14N1O2I2"	180.25363    
"3,5-diiodothyronine"	"CPD-11396"	"C15H13N1O4I2"	90.65457    
"3,5-dimethoxyphenol"	"CPD-9499"	"C8H10O3"	43.1512    
"3,5-dimethoxytoluene"	"CPD-9502"	"C9H12O2"	101.54345    
"3,5-dimethylbenzyl alcohol"	"35-DIMETHYLBENZYL-ALCOHOL"	"C9H12O1"	111.71345    
"3,5-dimethylorsellinate"	"CPD-17316"	"C10H11O4"	-24.229729    
"3,5-dioxo-6-[4,5,7-trihydroxy-3-(3-oxobutanoyl)naphthalen-2-yl]hexanoate"	"CPD-16647"	"C20H17O9"	-99.863014    
"3,5-dioxodecanoyl-CoA"	"CPD-14687"	"C31H46N7O19P3S1"	-430.69046    
"3,5-xylenol"	"CPD-16608"	"C8H10O1"	89.55121    
"3,6,7,2',4'-pentamethylquercetagetin"	"CPD-14888"	"C20H20O9"	-3.0976    
"3,6,7,2',4'-pentamethylquercetagetin 3'-<i>O</i>-&beta;-<i>D</i>-glucoside"	"CPD-14864"	"C26H30O14"	-58.866394    
"3,6,7,3',4'-pentamethylquercetagetin"	"CPD-14860"	"C20H20O8"	36.382416    
"3,6,7,3'-tetramethylquercetagetin"	"CPD-10529"	"C19H18O8"	1.190182    
"3,6,7,4'-tetramethylquercetagetin"	"CPD-14856"	"C19H18O8"	1.190182    
"3,6,7,4'-tetramethylquercetagetin 3'-<i>O</i>-&beta;-<i>D</i>-glucoside"	"CPD-14887"	"C25H28O13"	-54.57864    
"3,6,7-trimethylquercetagetin"	"345-TRIHYDROXY-367-TRIMETHOXYFLAVO"	"C18H16O8"	-34.002068    
"3,6,8-trimethyl-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline"	"CPD-16698"	"C8H11N4O5"	-67.247505    
"3,6,8-trimethylallantoin"	"CPD-12485"	"C7H12N4O3"	10.123448    
"3,6-anhydro-&alpha;-L-galactopyranose"	"CPD-13430"	"C6H10O5"	-39.968792    
"3,6-anhydro-L-galactofuranose"	"CPD-8938"	"C6H10O5"	-66.00881    
"3,6-anhydro-L-galactonate"	"CPD-17129"	"C6H9O6"	-129.29196    
"3,6-dichloro-2-methoxybenzoate"	"CPD-11248"	"C8H5O3Cl2"	-37.556458    
"3,6-dichloro-3a-methyl-dihydro-3H-furo[3,2-b]furan-2,5-dione"	"CPD-18472"	"C7H6O4Cl2"	-96.03329    
"3,6-dichloro-4-methyl-<i>cis</i>-1,2-dihydro-1,2-dihydroxycyclohexa-3,5-diene"	"CPD-10857"	"C7H8O2Cl2"	-1.1010325    
"3,6-dichloro-4-methylcatechol"	"CPD-10855"	"C7H6O2Cl2"	-0.103277415    
"3,6-dichloro-<i>cis</i>-1,2-dihydroxycyclohexa-3,5-diene"	"14-DICHLOROBENZENE-DIHYDRODIOL"	"C6H6O2Cl2"	-9.533282    
"3,6-dichlorocatechol"	"36-DICHLOROCATECHOL"	"C6H4O2Cl2"	-19.015514    
"3,6-dichloropyridine-2,5-dione"	"CPD-16809"	"C5H1N1O2Cl2"	-73.778885    
"3,6-dihydronicotinate"	"CPD-14074"	"C6H6N1O2"	4.1146636    
"3,6-dihydronicotine"	"CPD-14076"	"C10H17N2"	210.05699    
"3,6-dihydroxypyridine-2,5-dione"	"CPD-16803"	"C5H3N1O4"	-117.156654    
"3,6-diketocamphane"	"CPD-14061"	"C10H14O2"	95.70569    
"3,6-lactone of 3-hydroxyadinyl-CoA"	"36-LACTONE-OF-3-HYDROXYADINYL-COA"	"C27H38N7O19P3S1"	-522.25934    
"3,7,12-trihydroxycoprostanate"	"CPD-10552"	"C28H47O5"	309.35062    
"3,7,3',4',5'-pentamethylmyricetin"	"CPD-14945"	"C20H20O8"	34.743397    
"3,7,3',4'-tetramethylquercetin"	"CPD-14852"	"C19H18O7"	40.67017    
"3,7,3',4'-tetramethylquercetin 2'-<i>O</i>-&beta;-<i>D</i>-glucoside"	"CPD-14859"	"C25H28O13"	-54.57864    
"3,7,3',5'-tetramethylmyricetin"	"CPD-14944"	"C19H18O8"	-0.44881046    
"3,7,3'-trimethylmyricetin"	"CPD-14943"	"C18H16O8"	-35.641075    
"3,7,3'-trimethylquercetagetin"	"CPD-10520"	"C18H16O8"	-34.002068    
"3,7,4'-trimethylquercetagetin"	"CPD-14857"	"C18H16O8"	-34.002068    
"3,7,4'-trimethylquercetagetin 3'-<i>O</i>-&beta;-<i>D</i>-glucoside"	"CPD-14886"	"C24H26O13"	-89.77089    
"3,7,4'-trimethylquercetin"	"CPD-10510"	"C18H16O7"	5.477935    
"3,7,4'-trimethylquercetin 2'-<i>O</i>-&beta;-<i>D</i>-glucoside"	"CPD-14858"	"C24H26O13"	-89.77089    
"3,7-dimethylmyricetin"	"CPD-14942"	"C17H14O8"	-70.83332    
"3,7-dimethylquercetagetin"	"CPD-10527"	"C17H14O8"	-69.19433    
"3,7-dimethylquercetin"	"345-TRIHYDROXY-37-DIMETHOXYFLAVONE"	"C17H14O7"	-29.714315    
"3,7-dimethylurate"	"CPD-12482"	"C7H8N4O3"	-21.570036    
"3,8'-biflaviolin"	"CPD-10681"	"C20H8O10"	-192.19925    
"3,8-dideoxy-8-oxo-&alpha;-D-manno-octulosonate"	"CPD-18064"	"C8H11O8"	-173.47974    
"3,8-dihydroxy-methylanthraquinone carboxylate"	"CPD-16682"	"C15H7O6"	-86.78421    
"3,8-divinyl chlorophyll <i>a</i>"	"CPD-18905"	"C55H69N4O5Mg1"	
"3,8-divinyl chlorophyllide a"	"DIVINYLCHLOROPHYLLIDE-A"	"C35H30N4O5Mg1"	344.42535    
"3,8-divinyl protochlorophyllide <i>a</i>"	"DIVINYL-PROTOCHLOROPHYLLIDE-A"	"C35H28N4O5Mg1"	309.38315    
"3,8-divinyl-bacteriochlorophyll <i>a</i>"	"CPD-18894"	"C55H71N4O6Mg1"	
"3,9-dihydroxypterocarp-6a-en"	"CPD-11782"	"C15H10O4"	53.651203    
"3,9-dimethoxypterocarpan"	"CPD-17550"	"C17H16O4"	100.838936    
"3-&alpha;-L-fucosyl-N-acetylglucosaminyl-glycoprotein"	"3-Alpha-L-Fucosyl-NAc-Glycoprotein"	""	
"3-&alpha;-hydroxy-5-&beta;-androstane-17-one"	"3-ALPHA-HYDROXY-5-BETA-ANDROSTAN-17-ONE"	"C19H30O2"	265.3136    
"3-&alpha;-hydroxyglycyrrhetinate"	"3-ALPHA-HYDROXYGLYCYRRHETINATE"	"C30H45O4"	345.28836    
"3-&alpha;-mycarosylerythronolide B"	"CPD-13837"	"C28H50O10"	190.6561    
"3-&beta;-D-galactosyl-sn-glycerol"	"3-B-D-GALACTOSYL-SN-GLYCEROL"	"C9H18O8"	-89.77983    
"3-&beta;-hydroxy-5-&beta;-pregnane-20-one"	"CPD-5961"	"C21H34O2"	309.28812    
"3-&beta;-hydroxyandrost-5-en-17-one 3-sulfate"	"BETA-HYDROXYANDROST-5-EN-17-ONE-3-SULFAT"	"C19H27O5S1"	163.5382    
"3-(1-carboxyvinyloxy)anthranilate"	"CPD-9914"	"C10H7N1O5"	-61.6004    
"3-(1<i>H</i>-imidazol-1-yl)propanoate"	"IMIDAZOLE-PROPIONATE"	"C6H7N2O2"	30.835781    
"3-(1<i>H</i>-imidazol-4-yl)propanoate"	"CPD-15171"	"C6H7N2O2"	16.93578    
"3-(2'-methylthio)ethylmalate"	"3-2-METHYLTHIOETHYLMALIC-ACID"	"C7H10O5S1"	-87.71703    
"3-(2,3-dihydroxyphenyl)propanoate"	"2-3-DIHYDROXYPHENYL-PROPIONATE"	"C9H9O4"	-35.091976    
"3-(2,4-dihydroxyphenyl)-4,7-dihydroxycoumarin"	"CPD-11783"	"C15H9O6"	-68.44096    
"3-(2-carboxyethenyl)-cis,cis-muconate"	"CPD-1069"	"C9H5O6"	-135.34293    
"3-(2-formyl-6-hydroxy-4-methylphenyl)-8-hydroxy-1,4-dioxonaphthalene-2-carboxylate"	"CPD-12957"	"C19H11O7"	-80.93975    
"3-(2-hydroxyphenyl)-1-phenylpentane-1,4-dione"	"CPD-17003"	"C17H16O3"	132.75793    
"3-(3'-methylthio)propylmalate"	"CPDQT-36"	"C8H12O5S1"	-65.554794    
"3-(3,4-dihydroxyphenyl)lactate"	"3-34-DIHYDROXYPHENYLLACTATE"	"C9H9O5"	-73.131966    
"3-(3-hydroxyphenyl)propanoate"	"3-HYDROXYPHENYL-PROPIONATE"	"C9H9O3"	4.3880324    
"3-(4'-methylthio)butylmalate"	"CPDQT-37"	"C9H14O5S1"	-43.39256    
"3-(4-hydroxybenzyl)-malate"	"CPD-17727"	"C11H10O6"	-102.33704    
"3-(4-hydroxyphenyl)lactate"	"4-HYDROXYPHENYLLACTATE"	"C9H9O4"	-33.651962    
"3-(4-methylpent-3-en-1-yl)-pent-2-enedioyl-CoA"	"CPD-76"	"C32H45N7O19P3S1"	-423.1301    
"3-(4-sulfophenyl)butanoate"	"CPD-16865"	"C10H10O5S1"	-43.367046    
"3-(5'-methylthio)pentylmalate"	"CPDQT-38"	"C10H16O5S1"	-21.230309    
"3-(5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate"	"CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL"	"C9H11O4"	-15.129743    
"3-(5-oxoisoxazolin-2-yl)-L-alanine"	"CPD-16449"	"C6H8N2O4"	-43.02104    
"3-(5-oxoisoxazolin-4-yl)-L-alanine"	"CPD-16452"	"C6H8N2O4"	-56.92104    
"3-(6'-methylthio)hexylmalate"	"CPDQT-39"	"C11H18O5S1"	0.9319427    
"3-(7'-methylthio)heptylmalate"	"CPDQT-40"	"C12H20O5S1"	23.094164    
"3-(7-chloroindol-3-yl)-2-iminopropanoate"	"CPD-11753"	"C11H8N2O2Cl1"	21.777908    
"3-(<i>N</i>-morpholino)propanal"	"CPD-16549"	"C7H13N1O2"	104.58457    
"3-(<i>N</i>-morpholino)propanesulfonate"	"CPD0-1958"	"C7H14N1O4S1"	48.163624    
"3-(<i>O</i>-geranylgeranyl)-<i>sn</i>-glycerol 1-phosphate"	"SN-GERANYLGERANYLGLYCERYL-1-PHOSPHATE"	"C23H39O6P1"	196.03548    
"3-(<i>all-trans</i>-decaprenyl)benzene-1,2-diol"	"CPD-9867"	"C56H86O2"	1111.5865    
"3-(<i>all-trans</i>-heptaprenyl)benzene-1,2-diol"	"CPD-9854"	"C41H62O2"	780.80945    
"3-(<i>all-trans</i>-nonaprenyl)benzene-1,2-diol"	"CPD-9868"	"C51H78O2"	1001.3274    
"3-(<i>all-trans</i>-octaprenyl)benzene-1,2-diol"	"2-OCTAPRENYL-6-HYDROXYPHENOL"	"C46H70O2"	891.0685    
"3-(O-&beta;-glucosyl)-2-oxindole-3-acetyl-asp"	"3-O-BETA-GLUCOSYL-2-OXINDOLE-3-ACETYL-"	"C20H22N2O12"	-163.1336    
"3-(alpha-D-mannosyl)-heteroglycan"	"3-Alpha-Mannosyl-Heteroglycans"	""	
"3-(carboxymethyl-amino)-propanoate"	"CPD-9405"	"C5H8N1O4"	-73.53309    
"3-(carboxymethylaminomethyl)-4-hydroxybenzoate"	"CPD-14463"	"C10H10N1O5"	-62.02086    
"3-(cyclohexa-1,3-dien-1-yl)-2-oxopropanoate"	"CPD-12682"	"C9H9O3"	16.448034    
"3-(hydroxymethyl)-5-methylphenol"	"CPD-18277"	"C8H10O2"	53.321205    
"3-(methylthio)acryloate"	"CPD-17925"	"C4H5O2S1"	-2.8864605    
"3-(methylthio)acryloyl-CoA"	"CPD-13547"	"C25H36N7O17P3S2"	-453.5016    
"3-(methylthio)propanoate"	"CPD-7672"	"C4H7O2S1"	-3.1542184    
"3-(methylthio)propionyl-CoA"	"CPD-13546"	"C25H38N7O17P3S2"	-453.76938    
"3-(phosphonoacetylamido)-L-alanine"	"CPD0-1454"	"C5H10N2O6P1"	-218.83087    
"3-(pyrazol-1-yl)-L-alanine"	"CPD-670"	"C6H9N3O2"	48.90009    
"3-({[(2R,3R)-3-carbamoyloxiran-2-yl]carbonyl}amino)-L-alanine"	"CPD-17545"	"C7H11N3O5"	-55.047688    
"3-2-carboxyphenylcatechol"	"3-2-CARBOXYPHENYLCATECHOL"	"C13H9O4"	-6.261968    
"3-<i>O</i>-&alpha;-L-rhamnosyl-(1&rarr;4)-&beta;-D-glucosyl-diosgenin"	"CPD-15439"	"C39H62O12"	289.65945    
"3-<i>O</i>-&beta;-D-glucosyl-daphnetin"	"CPD-14434"	"C15H16O9"	-118.07107    
"3-<i>O</i>-&beta;-D-glucosyl-diosgenin"	"CPD-15440"	"C33H52O8"	309.19827    
"3-<i>O</i>-&beta;-D-glucosyl-esculetin"	"CPD-14455"	"C15H16O9"	-118.07107    
"3-<i>O</i>-(6-O-&alpha;-D-xylosylphospho-&alpha;-D-mannopyranosyl)-&alpha;-D-mannopyranose"	"CPD-12790"	"C17H30O18P1"	-419.9985    
"3-<i>O</i>-L-alanyl-1-<i>O</i>-phosphatidylglycerol"	"3-O-L-ALANYL-1-O-PHOSPHATIDYLGLYCEROL"	""	
"3-<i>O</i>-L-lysyl-1-<i>O</i>-phosphatidylglycerol"	"3-PHOSPHATIDYL-3-O-L-LYSYLGLYCEROL"	""	
"3-<i>O</i>-digalloyl-1,2,4,6-tetra-<i>O</i>-&beta;-<i>D</i>-galloylglucose"	"CPD-8954"	"C48H36O30"	-581.6596    
"3-<i>O</i>-methyldopa"	"CPD-11496"	"C10H13N1O4"	18.164566    
"3-<i>O</i>-methylgallate"	"CPD-721"	"C8H7O5"	-85.25422    
"3-<i>O</i>-methylkaempferol"	"CPD-14950"	"C16H12O6"	-25.426548    
"3-<i>O</i>-methylmyricetin"	"CPD-14930"	"C16H12O8"	-106.02556    
"3-<i>O</i>-trigalloyl-1,2,4,6-tetra-<i>O</i>-&beta;-<i>D</i>-galloylglucose"	"CPD-8957"	"C55H40O34"	-662.7652    
"3-<i>aci</i>-nitropropanoate"	"CPD-321"	"C3H3N1O4"	-104.71488    
"3-<i>cis</i>, 5-<i>trans</i>-dodecadienoyl-CoA"	"CPD-15688"	"C33H50N7O17P3S1"	-286.42593    
"3-<i>cis</i>-decenoyl-CoA"	"CPD-14925"	"C31H48N7O17P3S1"	-327.74817    
"3-<i>cis</i>-dodecenoyl-CoA"	"CPD-7221"	"C33H52N7O17P3S1"	-283.4237    
"3-<i>cis</i>-hexadecenoyl-CoA"	"CPD-14919"	"C37H60N7O17P3S1"	-194.77478    
"3-<i>cis</i>-hexenoyl-CoA"	"CPD-14727"	"C27H40N7O17P3S1"	-416.3972    
"3-<i>cis</i>-octadecenoyl-CoA"	"CPD-14922"	"C39H64N7O17P3S1"	-150.45024    
"3-<i>cis</i>-octenoyl-CoA"	"CPD-14729"	"C29H44N7O17P3S1"	-372.0727    
"3-<i>cis</i>-tetradecenoyl-CoA"	"CPD-14730"	"C35H56N7O17P3S1"	-239.09924    
"3-<i>sn</i>-phosphatidyl-1'-(3'-acyl)-glycerol (n-C18:0)"	"CPD0-2195"	"C60H116O11P1"	753.18787    
"3-<i>trans</i>,5-<i>cis</i>-tetradecadienoyl-CoA"	"CPD0-1158"	"C35H54N7O17P3S1"	-242.10152    
"3-<i>trans</i>-decenoyl-CoA"	"CPD-15692"	"C31H48N7O17P3S1"	-327.74817    
"3-<i>trans</i>-tetradecenoyl-CoA"	"CPD-15567"	"C35H56N7O17P3S1"	-239.09924    
"3-<i>trans</i>-undecenoyl-CoA"	"CPD-15655"	"C32H50N7O17P3S1"	-305.58588    
"3-ADP-2-phosphoglycerate"	"3-ADP-2-PHOSPHOGLYCERATE"	"C13H15N5O16P3"	-695.24365    
"3-ADP-glycerate"	"3-ADPGLYCERATE"	"C13H16N5O13P2"	-467.47955    
"3-D-glucosyluronate-N2-,6-disulo-&beta;-D-glucosamine"	"CPD-8530"	"C12H18N1O17S2"	-364.40836    
"3-N4-ethenocytosine"	"CPD0-1931"	"C6H5N3O1"	31.201103    
"3-O-&beta;-D-galactopyranosyl-D-arabinose"	"CPD-3785"	"C11H20O10"	-132.5976    
"3-O-&beta;-D-glucoside digitoxigenin"	"CPD-10536"	"C29H44O9"	178.13928    
"3-O-methyl-&alpha;-D-glucopyranose"	"CPD-3610"	"C7H14O6"	-59.83432    
"3-O-methyl-d-glucose"	"CPD0-1937"	"C7H14O6"	-57.514313    
"3-O-methylphospho-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)]<sub>n</sub>-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol"	"CPD-15546"	""	
"3-O-methylquercetin"	"3457-TETRAHYDROXY-3-METHOXYFLAVONE"	"C16H11O7"	-66.78975    
"3-O-phospho-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)]<sub>n</sub>-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol"	"CPD-15545"	""	
"3-[(1-carboxyvinyl)oxy]benzoate"	"CPD-16467"	"C10H6O5"	-75.93152    
"3-[(1<i>S</i>)-cyclohex-3-en-1-yl)]-2-oxopropanoate"	"CPD-12683"	"C9H11O3"	36.55026    
"3-[(1E,4R)-4-hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate"	"CPD-17511"	"C9H9O4"	-29.371967    
"3-[(1R,4R)-4-hydroxycyclohex-2-en-1-yl]-2-oxopropanoate"	"CPD-17512"	"C9H11O4"	-10.349745    
"3-[(1S,4R)-4-hydroxycyclohex-2-en-1-yl]-2-oxopropanoate"	"CPD-17549"	"C9H11O4"	-10.349745    
"3-[(2-aminophenyl)amino]-2-oxopropanoate"	"CPD-18546"	"C9H9N2O3"	30.868036    
"3-[(2E,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate"	"CPD-17551"	"C9H9O5"	-39.711964    
"3-[(2R)-3,5-dioxo-4-[(2E.4S,6S,8E,10E,12E)-4,6,12-trimethyltetradeca-2,8,10,12-tetraenoyl]pyrrolidin-2-yl]-2-hydroxy-2-methylpropanoate"	"CPD-18283"	"C25H34N1O6"	253.64925    
"3-[(2S,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate"	"CPD-17536"	"C9H11O5"	-37.20975    
"3-[(2Z,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate"	"CPD-17552"	"C9H9O5"	-39.711964    
"3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-5-hydroxy-7a-methyl-1-oxo-octahydro-1<i>H</i>-inden-4-yl]-3-hydroxypropanoyl-CoA"	"CPD-13757"	"C34H50N7O20P3S1"	-427.81592    
"3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-5-hydroxy-7a-methyl-1-oxo-octahydro-1<i>H</i>-inden-4-yl]-3-oxopropanoyl-CoA"	"CPD-13758"	"C34H48N7O20P3S1"	-440.3382    
"3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-5-hydroxy-7a-methyl-1-oxo-octahydro-1<i>H</i>-indene-4-carboxylate"	"CPD-13759"	"C11H15O4"	16.51474    
"3-[(3a<i>S</i>,4<i>S</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-octahydro-1<i>H</i>-inden-4-yl]propanoate"	"CPD-13711"	"C13H17O4"	46.856987    
"3-[(3a<i>S</i>,4<i>S</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-octahydro-1<i>H</i>-inden-4-yl]propanoyl-CoA"	"CPD-13754"	"C34H48N7O19P3S1"	-403.75818    
"3-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]benzenesulfonate"	"CPD-13993"	"C9H7N5O3S1Cl1"	50.755787    
"3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate"	"CPD-17510"	"C9H9O4"	-27.031975    
"3-[(8Z,11E,13Z)-pentadeca-8,11,13-trien-1-yl] )catechol"	"CPD-12620"	"C21H30O2"	342.0636    
"3-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]phenol"	"CPD-14641"	"C21H30O1"	385.7036    
"3-[4-amino-3-hydroxybutyl]-hydroxy-carbamoyl-propanoate"	"CPD-11971"	"C8H16N2O5"	-37.53207    
"3-acetamido-3,6-dideoxy-&alpha;-D-galactopyranose"	"CPD-13886"	"C8H15N1O5"	-22.33319    
"3-acetamido-3,6-dideoxy-&alpha;-D-glucopyranose"	"CPD-15599"	"C8H15N1O5"	-22.33319    
"3-acetamido-3,6-dideoxy-D-galactose"	"CPD-15610"	"C9H18N1O4"	68.88812    
"3-acetamidopropanal"	"CPD-10687"	"C5H9N1O2"	29.430098    
"3-acetyl T-2 toxin"	"CPD-18415"	"C26H36O10"	19.29037    
"3-acetyl pyridine adenine dinucleotide"	"CPD0-1222"	"C22H27N6O14P2"	-319.5008    
"3-acetyl-3-devinyl-chlorophyllide <i>a</i>"	"CPD-18840"	"C35H32N4O6Mg1"	
"3-acetyl-NADH"	"CPD0-2573"	""	
"3-acetylamino-4-hydroxybenzaldehyde"	"CPD-14876"	"C9H8N1O3"	16.896908    
"3-acetylamino-4-hydroxybenzoate"	"CPD-14877"	"C9H8N1O4"	-44.503094    
"3-acetyldeoxynivalenol"	"CPD-18419"	"C17H22O7"	-10.195362    
"3-acetylneosolaniol"	"CPD-18414"	"C21H28O9"	-28.478642    
"3-acetylpyridine"	"CPD-18883"	"C7H7N1O1"	
"3-amino-1,2,4-triazole"	"CPD0-1491"	"C2H4N4"	67.574486    
"3-amino-1,2-propanediol"	"3-AMINO-12-PROPANEDIOL"	"C3H10N1O2"	21.469145    
"3-amino-1-hydroxyacetone 1-phosphate"	"1-AMINO-PROPAN-2-ONE-3-PHOSPHATE"	"C3H7N1O5P1"	-213.82425    
"3-amino-2,3-dideoxy-<i>scyllo</i>-inosose"	"CPD-14123"	"C6H12N1O4"	-15.368611    
"3-amino-2-butanol"	"CPD-15905"	"C4H12N1O1"	78.051384    
"3-amino-2-methylpropanoate"	"3-AMINO-ISOBUTYRATE"	"C4H9N1O2"	6.1400857    
"3-amino-3,6-dideoxy-&alpha;-D-glucopyranose"	"CPD-15600"	"C6H14N1O4"	-3.3163884    
"3-amino-3-deoxy-D-fructose 6-phosphate"	"CPD-10226"	"C6H13N1O8P1"	-263.20752    
"3-amino-4,7-dihydroxy-coumarin"	"CPD-15422"	"C9H7N1O4"	-47.971165    
"3-amino-4-hydroxybenzaldehyde"	"CPD-7367"	"C7H7N1O2"	36.127842    
"3-amino-4-hydroxybenzenesulfonate"	"CPD-14884"	"C6H6N1O4S1"	-40.905334    
"3-amino-4-hydroxybenzoate"	"CPD-14873"	"C7H6N1O3"	-27.155338    
"3-amino-4-hydroxybenzoate-adenylate"	"CPD-18767"	"C17H18N6O9P1"	
"3-amino-5-hydroxybenzoate"	"CPD-10231"	"C7H6N1O3"	-27.155338    
"3-amino-6-acetamidohexanoate"	"3-AMINO-6-ACETAMIDOHEXANOATE"	"C8H16N2O3"	50.697933    
"3-aminobenzoate"	"CPD-14885"	"C7H6N1O2"	12.324662    
"3-aminobutanoate"	"CPD-4748"	"C4H9N1O2"	6.1400857    
